key;accepted;kingdom;scientificName;speciesKey;taxonID
10417072;NA;Plantae;Carduus crispus subsp. crispus x nutans subsp. nutans;10417072;NA
10417470;NA;Plantae;Carduus crispus subsp. crispus x defloratus;10417470;NA
10417854;NA;Plantae;Asplenium trichomanes x fontanum;10417854;NA
10417981;NA;Plantae;Orthotrichum anomalum x stramineum;10417981;NA
10418617;NA;Plantae;Lycopodium alpinum × complanatum;10418617;NA
10418635;NA;Plantae;Dryopteris clintoniana x spinulosa;10418635;NA
9869786;Puccinellia capillaris × maritima;Plantae;Puccinellia capillaris x maritima;10419077;NA
10419077;NA;Plantae;Puccinellia capillaris × maritima;10419077;NA
10419120;NA;Plantae;Polystichum lobatum x braunii;10419120;NA
10419467;NA;Plantae;Salvia nemorosa x officinalis;10419467;NA
10419542;NA;Plantae;Salix purpurea x triandra x viminalis;10419542;NA
10420075;NA;Plantae;Rosa arvensis × sempervirens;10420075;NA
10420147;NA;Plantae;Salix calcicola var. calcicola × Salix richardsonii;10420147;NA
10420226;NA;Plantae;Aconitum napellus x pilipes;10420226;NA
10420743;NA;Plantae;Carex acutiformis x vesicaria;10420743;NA
10421408;NA;Plantae;Drosera anglica x rotundifolia;10421408;NA
10421413;NA;Plantae;Potentilla heptaphylla x subarenaria;10421413;NA
9867042;Gymnadenia conopsea × Platanthera bifolia;Plantae;Gymnadenia conopsea x Platanthera bifolia;10421822;NA
10421822;NA;Plantae;Gymnadenia conopsea × Platanthera bifolia;10421822;NA
10422186;NA;Plantae;Typha angustifolia × latifolia;10422186;NA
10260571;Persicaria hydropiper x minor;Plantae;Polygonum hydropiper x minus;10422738;NA
10422738;NA;Plantae;Persicaria hydropiper x minor;10422738;NA
10422947;NA;Plantae;Viola collina x hirta;10422947;NA
9936071;Elytrigia atherica × juncea;Plantae;Elytrigia atherica x juncea subsp. boreoatlantica;10424301;NA
10179633;Elytrigia atherica × juncea;Plantae;Elytrigia atherica × juncea subsp. boreoatlantica;10424301;NA
10330623;Elytrigia atherica × juncea;Plantae;Elytrigia atherica x juncea ssp. boreoatlantica;10424301;NA
10352324;Elytrigia atherica × juncea;Plantae;Elytrigia atherica × juncea ssp. boreoatlantica;10424301;NA
10424301;NA;Plantae;Elytrigia atherica × juncea;10424301;NA
10503881;Elytrigia atherica × juncea;Plantae;Elytrigia atherica x juncea;10424301;NA
10425092;NA;Plantae;Nephrodium filix-mas x dilatatum;10425092;NA
10029838;Carex buxbaumii subsp. buxbaumii × hartmanii;Plantae;Carex buxbaumii ssp. buxbaumii x hartmanii;10425162;NA
10258203;Carex buxbaumii subsp. buxbaumii × hartmanii;Plantae;Carex buxbaumii subsp. buxbaumii x hartmanii;10425162;NA
10425162;NA;Plantae;Carex buxbaumii subsp. buxbaumii × hartmanii;10425162;NA
10654703;Carex buxbaumii subsp. buxbaumii × hartmanii;Plantae;Carex buxbaumii ssp. buxbaumii × hartmanii;10425162;NA
9863363;Erigeron acris subsp. politus × borealis;Plantae;Erigeron acris ssp. politus x borealis;10425569;NA
10180868;Erigeron acris subsp. politus × borealis;Plantae;Erigeron acris subsp. politus x borealis;10425569;NA
10425569;NA;Plantae;Erigeron acris subsp. politus × borealis;10425569;NA
10502641;Erigeron acris subsp. politus × borealis;Plantae;Erigeron acris ssp. politus × borealis;10425569;NA
10425859;NA;Plantae;Amelanchier bartramiana × Amelanchier spicata;10425859;NA
10425955;NA;Plantae;Equisetum ramosissimum x variegatum;10425955;NA
10426020;NA;Plantae;Galanthus elwesii x nivalis;10426020;NA
10426297;NA;Plantae;Anacamptis x parvifolia x Anacamptis palustris;10426297;NA
9862153;Anemone nemorosa × trifolia;Plantae;Anemone nemorosa x trifolia;10426799;NA
10426799;NA;Plantae;Anemone nemorosa × trifolia;10426799;NA
10256224;Luzula pallescens × sudetica;Plantae;Luzula pallescens x sudetica;10427153;NA
10427153;NA;Plantae;Luzula pallescens × sudetica;10427153;NA
10255932;Epilobium davuricum × palustre;Plantae;Epilobium davuricum x palustre;10427445;NA
10427445;NA;Plantae;Epilobium davuricum × palustre;10427445;NA
10427544;NA;Plantae;Poa compressa x nemoralis;10427544;NA
10032588;Pilosella cymosa subsp. cymosa × officinarum subsp. officinarum;Plantae;Pilosella cymosa ssp. cymosa x officinarum ssp. officinarum;10427907;NA
10255459;Pilosella cymosa subsp. cymosa × officinarum subsp. officinarum;Plantae;Pilosella cymosa subsp. cymosa x officinarum subsp. officinarum;10427907;NA
10427907;NA;Plantae;Pilosella cymosa subsp. cymosa × officinarum subsp. officinarum;10427907;NA
10651971;Pilosella cymosa subsp. cymosa × officinarum subsp. officinarum;Plantae;Pilosella cymosa ssp. cymosa × officinarum ssp. officinarum;10427907;NA
9860642;Carex pseudocyperus × vesicaria;Plantae;Carex pseudocyperus x vesicaria;10428319;NA
10428319;NA;Plantae;Carex pseudocyperus × vesicaria;10428319;NA
10428777;NA;Plantae;Verbascum lychnitis × thapsus;10428777;NA
9860180;Pilosella aurantiaca subsp. decolorans × sphaerocephala;Plantae;Pilosella aurantiaca ssp. decolorans x sphaerocephala;10428784;NA
10184099;Pilosella aurantiaca subsp. decolorans × sphaerocephala;Plantae;Pilosella aurantiaca subsp. decolorans x sphaerocephala;10428784;NA
10428784;NA;Plantae;Pilosella aurantiaca subsp. decolorans × sphaerocephala;10428784;NA
10499458;Pilosella aurantiaca subsp. decolorans × sphaerocephala;Plantae;Pilosella aurantiaca ssp. decolorans × sphaerocephala;10428784;NA
10429257;NA;Plantae;Epilobium alsinifolium x palustre;10429257;NA
10253777;Equisetum fluviatile × palustre;Plantae;Equisetum fluviatile x palustre;10429623;NA
10429623;NA;Plantae;Equisetum fluviatile × palustre;10429623;NA
10429627;NA;Plantae;Dryopteris filix mas x marginalis;10429627;NA
9858953;Rumex crispus × maritimus;Plantae;Rumex crispus x maritimus;10430016;NA
10430016;NA;Plantae;Rumex crispus × maritimus;10430016;NA
10430141;NA;Plantae;Cortaderia nitida x sericantha;10430141;NA
10430274;NA;Chromista;Phytophthora cambivora × fragariae;10430274;NA
9858184;Pulmonaria obscura × saccharata;Plantae;Pulmonaria obscura x saccharata;10430800;NA
10430800;NA;Plantae;Pulmonaria obscura × saccharata;10430800;NA
10431189;NA;Plantae;Cirsium acaulon x eriophorum;10431189;NA
10036122;Viola canina subsp. montana × riviniana;Plantae;Viola canina subsp. montana x riviniana;10431446;NA
10251932;Viola canina subsp. montana × riviniana;Plantae;Viola canina ssp. montana × riviniana;10431446;NA
10431446;NA;Plantae;Viola canina subsp. montana × riviniana;10431446;NA
10648441;Viola canina subsp. montana × riviniana;Plantae;Viola canina ssp. montana x riviniana;10431446;NA
9857415;Carex lasiocarpa × saxatilis;Plantae;Carex lasiocarpa x saxatilis;10431553;NA
10431553;NA;Plantae;Carex lasiocarpa × saxatilis;10431553;NA
10432127;NA;Animalia;Emberiza schoeniclus x rustica;10432127;NA
9856497;Salix aurita × phylicifolia;Plantae;Salix aurita x phylicifolia;10432506;NA
10432506;NA;Plantae;Salix aurita × phylicifolia;10432506;NA
10037352;Salix caprea subsp. caprea × repens subsp. rosmarinifolia;Plantae;Salix caprea ssp. caprea x repens ssp. rosmarinifolia;10432681;NA
10250695;Salix caprea subsp. caprea × repens subsp. rosmarinifolia;Plantae;Salix caprea ssp. caprea × repens ssp. rosmarinifolia;10432681;NA
10432681;NA;Plantae;Salix caprea subsp. caprea × repens subsp. rosmarinifolia;10432681;NA
10647213;Salix caprea subsp. caprea × repens subsp. rosmarinifolia;Plantae;Salix caprea subsp. caprea x repens subsp. rosmarinifolia;10432681;NA
10432712;NA;Plantae;Calamagrostis epigejos x pseudophragmites;10432712;NA
9856212;Elymus caninus var. muticus × mutabilis;Plantae;Elymus caninus var. muticus x mutabilis;10432790;NA
10432790;NA;Plantae;Elymus caninus var. muticus × mutabilis;10432790;NA
10433068;NA;Animalia;Turdus atrogularis x eunomus/naumanni;10433068;NA
10433595;NA;Plantae;Nephrodium filix-mas x spinulosum;10433595;NA
9855282;Viola canina × rupestris subsp. rupestris;Plantae;Viola canina x rupestris subsp. rupestris;10433765;NA
10189008;Viola canina × rupestris subsp. rupestris;Plantae;Viola canina x rupestris ssp. rupestris;10433765;NA
10433765;NA;Plantae;Viola canina × rupestris subsp. rupestris;10433765;NA
10494515;Viola canina × rupestris subsp. rupestris;Plantae;Viola canina × rupestris ssp. rupestris;10433765;NA
10434036;NA;Plantae;Dipsacus fullonum x laciniatus;10434036;NA
10248520;Narcissus cyclamineus × pseudonarcissus;Plantae;Narcissus cyclamineus x pseudonarcissus;10434869;NA
10434869;NA;Plantae;Narcissus cyclamineus × pseudonarcissus;10434869;NA
10435095;NA;Plantae;Pilosella billyana x Pilosella officinarum;10435095;NA
10003919;Carex aquatilis × subspathacea;Plantae;Carex aquatilis ssp. aquatilis x subspathacea;10435630;NA
10040277;Carex aquatilis × subspathacea;Plantae;Carex aquatilis ssp. aquatilis × subspathacea;10435630;NA
10247776;Carex aquatilis × subspathacea;Plantae;Carex aquatilis x subspathacea;10435630;NA
10284266;Carex aquatilis × subspathacea;Plantae;Carex aquatilis subsp. aquatilis × subspathacea;10435630;NA
10435630;NA;Plantae;Carex aquatilis × subspathacea;10435630;NA
10644301;Carex aquatilis × subspathacea;Plantae;Carex aquatilis subsp. aquatilis x subspathacea;10435630;NA
10435929;NA;Plantae;Carex echinata x elongata;10435929;NA
10436410;NA;Plantae;Symphoricarpos microphyllus x orbiculatus;10436410;NA
9852572;Geum macrophyllum × urbanum;Plantae;Geum macrophyllum x urbanum;10436495;NA
10436495;NA;Plantae;Geum macrophyllum × urbanum;10436495;NA
10436776;NA;Plantae;Carex rostrata x vesicaria;10436776;NA
10437154;NA;Plantae;Salix aurita × myrtilloides;10437154;NA
10437239;NA;Plantae;Myosotis nemorosa x scorpioides;10437239;NA
10437360;NA;Plantae;Hypnum molle x turgescens;10437360;NA
10437622;NA;Plantae;Orchis langei x Orchis mascula;10437622;NA
10245510;Salix aurita × purpurea × viminalis;Plantae;Salix aurita x purpurea x viminalis;10437900;NA
10437900;NA;Plantae;Salix aurita × purpurea × viminalis;10437900;NA
10437999;NA;Plantae;Ophrys lutea x Ophrys provincialis;10437999;NA
10439247;NA;Plantae;Arctium lappa x minus;10439247;NA
10243794;Anchusa ochroleuca × officinalis;Plantae;Anchusa ochroleuca x officinalis;10439619;NA
10439619;NA;Plantae;Anchusa ochroleuca × officinalis;10439619;NA
10243043;Rumex alpinus × longifolius;Plantae;Rumex alpinus x longifolius;10440376;NA
10440376;NA;Plantae;Rumex alpinus × longifolius;10440376;NA
10440583;NA;Animalia;Branta leucopsis x bernicla;10440583;NA
10440770;NA;Plantae;Carex atrosquama × Carex media;10440770;NA
10242562;Sparganium angustifolium × natans;Plantae;Sparganium angustifolium x natans;10440850;NA
10440850;NA;Plantae;Sparganium angustifolium × natans;10440850;NA
10441083;NA;Plantae;Pityrogramma calomelanos x peruviana;10441083;NA
10441235;NA;Plantae;Neotinea ustulata x Orchis militaris;10441235;NA
10441313;NA;Animalia;Amphiprion ocellaris x Amphiprion percula;10441313;NA
10046187;Pilosella dichotoma × officinarum subsp. officinarum;Plantae;Pilosella dichotoma x officinarum ssp. officinarum;10441609;NA
10241793;Pilosella dichotoma × officinarum subsp. officinarum;Plantae;Pilosella dichotoma × officinarum ssp. officinarum;10441609;NA
10441609;NA;Plantae;Pilosella dichotoma × officinarum subsp. officinarum;10441609;NA
10638316;Pilosella dichotoma × officinarum subsp. officinarum;Plantae;Pilosella dichotoma x officinarum subsp. officinarum;10441609;NA
10441642;NA;Plantae;Verbascum bombyciferum x densiflorum;10441642;NA
10241487;Raphanus raphanistrum × sativus;Plantae;Raphanus raphanistrum x sativus;10441906;NA
10441906;NA;Plantae;Raphanus raphanistrum × sativus;10441906;NA
9846990;Draba alpina × fladnizensis;Plantae;Draba alpina x fladnizensis;10442188;NA
10442188;NA;Plantae;Draba alpina × fladnizensis;10442188;NA
10240551;Leymus arenarius × Secale cereale;Plantae;Leymus arenarius x Secale cereale;10442835;NA
10442835;NA;Plantae;Leymus arenarius × Secale cereale;10442835;NA
9846229;Epilobium adenocaulon × palustre;Plantae;Epilobium adenocaulon x palustre;10442964;NA
10442964;NA;Plantae;Epilobium adenocaulon × palustre;10442964;NA
10240063;Woodsia glabella × ilvensis;Plantae;Woodsia glabella x ilvensis;10443309;NA
10443309;NA;Plantae;Woodsia glabella × ilvensis;10443309;NA
9845659;Ardea cinerea x alba;Animalia;Ardea alba x cinerea;10443522;NA
10443522;NA;Animalia;Ardea cinerea x alba;10443522;NA
10239459;Primula elatior × veris × vulgaris;Plantae;Primula elatior x veris x vulgaris;10443904;NA
10443904;NA;Plantae;Primula elatior × veris × vulgaris;10443904;NA
9845160;Dactylorhiza maculata subsp. maculata × Gymnadenia conopsea;Plantae;Dactylorhiza maculata ssp. maculata x Gymnadenia conopsea;10444010;NA
10199202;Dactylorhiza maculata subsp. maculata × Gymnadenia conopsea;Plantae;Dactylorhiza maculata subsp. maculata x Gymnadenia conopsea;10444010;NA
10444010;NA;Plantae;Dactylorhiza maculata subsp. maculata × Gymnadenia conopsea;10444010;NA
10484312;Dactylorhiza maculata subsp. maculata × Gymnadenia conopsea;Plantae;Dactylorhiza maculata ssp. maculata × Gymnadenia conopsea;10444010;NA
10444099;NA;Plantae;Anacamptis morio x Anacamptis papilionacea;10444099;NA
9844984;Salix myrsinifolia subsp. myrsinifolia × repens subsp. repens;Plantae;Salix myrsinifolia subsp. myrsinifolia x repens subsp. repens;10444196;NA
10199383;Salix myrsinifolia subsp. myrsinifolia × repens subsp. repens;Plantae;Salix myrsinifolia ssp. myrsinifolia × repens ssp. repens;10444196;NA
10444196;NA;Plantae;Salix myrsinifolia subsp. myrsinifolia × repens subsp. repens;10444196;NA
10484119;Salix myrsinifolia subsp. myrsinifolia × repens subsp. repens;Plantae;Salix myrsinifolia ssp. myrsinifolia x repens ssp. repens;10444196;NA
10238073;Anthericum liliago × ramosum;Plantae;Anthericum liliago x ramosum;10445311;NA
10445311;NA;Plantae;Anthericum liliago × ramosum;10445311;NA
10237784;Cerastium arcticum × regelii;Plantae;Cerastium arcticum x regelii;10445586;NA
10445586;NA;Plantae;Cerastium arcticum × regelii;10445586;NA
10445680;NA;Plantae;Phyteuma ovatum x spicatum;10445680;NA
10446157;NA;Plantae;Pinus mugo x sylvestris;10446157;NA
10446904;NA;Plantae;Viola canina x reichenbachiana;10446904;NA
10447618;NA;Plantae;Rumex aquaticus x obtusifolius;10447618;NA
9991304;Salix aurita × cinerea;Plantae;Salix aurita x cinerea;10448348;NA
10052872;Salix aurita × cinerea;Plantae;Salix aurita x cinerea ssp. cinerea;10448348;NA
10235052;Salix aurita × cinerea;Plantae;Salix aurita × cinerea subsp. cinerea;10448348;NA
10448348;NA;Plantae;Salix aurita × cinerea;10448348;NA
10631572;Salix aurita × cinerea;Plantae;Salix aurita × cinerea ssp. cinerea;10448348;NA
10053045;Anacamptis morio × Orchis mascula;Plantae;Anacamptis morio x Orchis mascula;10448522;NA
10234873;Anacamptis morio × Orchis mascula;Plantae;Orchis mascula × morio;10448522;NA
10448522;NA;Plantae;Anacamptis morio × Orchis mascula;10448522;NA
9840624;Vaccinium microcarpum × oxycoccos;Plantae;Vaccinium microcarpum x oxycoccos;10448624;NA
10448624;NA;Plantae;Vaccinium microcarpum × oxycoccos;10448624;NA
10448831;NA;Plantae;Rosa gallica x tomentosa;10448831;NA
10448839;NA;Plantae;Quercus canariensis x Quercus suber;10448839;NA
10448916;NA;Plantae;Sempervivum alpinum x arachnoideum x montanum?;10448916;NA
10449029;NA;Plantae;Colchicum alpinum x Colchicum autumnale;10449029;NA
10449236;NA;Animalia;Labeobarbus macroceps X Labeobarbus mawambiensis;10449236;NA
10233812;Epilobium alsinifolium × lactiflorum;Plantae;Epilobium alsinifolium x lactiflorum;10449592;NA
10449592;NA;Plantae;Epilobium alsinifolium × lactiflorum;10449592;NA
10233045;Draba alpina × subcapitata;Plantae;Draba alpina x subcapitata;10450373;NA
10450373;NA;Plantae;Draba alpina × subcapitata;10450373;NA
9838376;Pilosella aurantiaca subsp. dimorpha × cymosa subsp. cymosa;Plantae;Pilosella aurantiaca ssp. dimorpha x cymosa ssp. cymosa;10450953;NA
10206101;Pilosella aurantiaca subsp. dimorpha × cymosa subsp. cymosa;Plantae;Pilosella aurantiaca subsp. dimorpha x cymosa subsp. cymosa;10450953;NA
10450953;NA;Plantae;Pilosella aurantiaca subsp. dimorpha × cymosa subsp. cymosa;10450953;NA
10477421;Pilosella aurantiaca subsp. dimorpha × cymosa subsp. cymosa;Plantae;Pilosella aurantiaca ssp. dimorpha × cymosa ssp. cymosa;10450953;NA
10055781;Festuca rubra subsp. arctica × vivipara subsp. vivipara;Plantae;Festuca rubra ssp. arctica × vivipara ssp. vivipara;10451306;NA
10232118;Festuca rubra subsp. arctica × vivipara subsp. vivipara;Plantae;Festuca rubra ssp. arctica x vivipara ssp. vivipara;10451306;NA
10451306;NA;Plantae;Festuca rubra subsp. arctica × vivipara subsp. vivipara;10451306;NA
10628609;Festuca rubra subsp. arctica × vivipara subsp. vivipara;Plantae;Festuca rubra subsp. arctica x vivipara subsp. vivipara;10451306;NA
10451406;NA;Plantae;Epilobium palustre × parviflorum;10451406;NA
10451772;NA;Plantae;Carex maritima × Carex parallela;10451772;NA
10452191;NA;Plantae;Rumex aquaticus x hydrolapathum;10452191;NA
10452523;NA;Plantae;Asplenium germanicum x trichomanes;10452523;NA
10452539;NA;Plantae;Carex canescens x remota;10452539;NA
10452839;NA;Plantae;Dactylorhiza majalis x Orchis palustris;10452839;NA
10453325;NA;Plantae;Arctium minus × nemorosum;10453325;NA
10453390;NA;Plantae;Dianthus barbatus x superbus;10453390;NA
10454082;NA;Plantae;Rumex alpinus x obtusifolius;10454082;NA
10454177;NA;Plantae;Epilobium alpestre x alsinifolium;10454177;NA
10454499;NA;Plantae;Carex crinita var. crinita × Carex lenticularis;10454499;NA
10059006;Calamagrostis canescens × neglecta;Plantae;Calamagrostis canescens x neglecta;10454565;NA
10228868;Calamagrostis canescens × neglecta;Plantae;Calamagrostis canescens x stricta;10454565;NA
10454565;NA;Plantae;Calamagrostis canescens × neglecta;10454565;NA
10625352;Calamagrostis canescens × neglecta;Plantae;Calamagrostis canescens × stricta;10454565;NA
9834682;Salix aurita × cinerea × myrsinifolia;Plantae;Salix aurita x cinerea x myrsinifolia;10454671;NA
10077981;Salix aurita × cinerea × myrsinifolia;Plantae;Salix aurita × cinerea subsp. cinerea × myrsinifolia;10454671;NA
10209800;Salix aurita × cinerea × myrsinifolia;Plantae;Salix aurita x cinerea ssp. cinerea x myrsinifolia;10454671;NA
10454671;NA;Plantae;Salix aurita × cinerea × myrsinifolia;10454671;NA
10473728;Salix aurita × cinerea × myrsinifolia;Plantae;Salix aurita × cinerea ssp. cinerea × myrsinifolia;10454671;NA
10606203;Salix aurita × cinerea × myrsinifolia;Plantae;Salix aurita x cinerea subsp. cinerea x myrsinifolia;10454671;NA
10228594;Salix aurita × glauca;Plantae;Salix aurita x glauca;10454839;NA
10454839;NA;Plantae;Salix aurita × glauca;10454839;NA
10455625;NA;Plantae;Verbascum densiflorum x nigrum;10455625;NA
10455969;NA;Plantae;Picea engelmannii var. engelmannii × Picea glauca;10455969;NA
10457253;NA;Plantae;Dombeya ficulnea x pilosa;10457253;NA
10457803;NA;Plantae;Dactylorhiza fuchsii x Dactylorhiza traunsteineri;10457803;NA
10458579;NA;Plantae;Grimmia cardotii x anodon;10458579;NA
10458581;NA;Plantae;Galium album x wirtgenii;10458581;NA
9980919;Viola canina subsp. montana × mirabilis;Plantae;Viola canina × mirabilis;10458854;NA
10063253;Viola canina subsp. montana × mirabilis;Plantae;Viola canina ssp. montana x mirabilis;10458854;NA
10224613;Viola canina subsp. montana × mirabilis;Plantae;Viola canina subsp. montana x mirabilis;10458854;NA
10307282;Viola canina subsp. montana × mirabilis;Plantae;Viola canina ssp. montana × mirabilis;10458854;NA
10458854;NA;Plantae;Viola canina subsp. montana × mirabilis;10458854;NA
10621104;Viola canina subsp. montana × mirabilis;Plantae;Viola canina x mirabilis;10458854;NA
9830457;Carex aquatilis × salina;Plantae;Carex aquatilis ssp. aquatilis × salina;10458986;NA
10073761;Carex aquatilis × salina;Plantae;Carex aquatilis subsp. aquatilis × salina;10458986;NA
10214050;Carex aquatilis × salina;Plantae;Carex aquatilis x salina;10458986;NA
10458986;NA;Plantae;Carex aquatilis × salina;10458986;NA
10469467;Carex aquatilis × salina;Plantae;Carex aquatilis subsp. aquatilis x salina;10458986;NA
10610491;Carex aquatilis × salina;Plantae;Carex aquatilis ssp. aquatilis x salina;10458986;NA
10459359;NA;Plantae;Salix appendiculata x purpurea;10459359;NA
10459617;NA;Plantae;Aphelandra golfodulcensis mcdade x sinclairiana;10459617;NA
10460028;NA;Plantae;Solidago sempervirens × Solidago uliginosa;10460028;NA
10460173;NA;Plantae;Ophrys arachnitiformis x Ophrys incubacea;10460173;NA
10460192;NA;Plantae;Schedonorus arundinaceus × pratensis;10460192;NA
10460252;NA;Plantae;Carex cumulata × Carex scoparia;10460252;NA
10064956;Tragopogon crocifolius × pratensis subsp. pratensis;Plantae;Tragopogon crocifolius × pratensis ssp. pratensis;10460546;NA
10222921;Tragopogon crocifolius × pratensis subsp. pratensis;Plantae;Tragopogon crocifolius x pratensis subsp. pratensis;10460546;NA
10460546;NA;Plantae;Tragopogon crocifolius × pratensis subsp. pratensis;10460546;NA
10619427;Tragopogon crocifolius × pratensis subsp. pratensis;Plantae;Tragopogon crocifolius x pratensis ssp. pratensis;10460546;NA
10460645;NA;Plantae;Drosera intermedia x rotundifolia;10460645;NA
9978807;Carex aquatilis × paleacea;Plantae;Carex aquatilis ssp. aquatilis x paleacea;10461037;NA
10065418;Carex aquatilis × paleacea;Plantae;Carex aquatilis ssp. aquatilis × paleacea;10461037;NA
10222446;Carex aquatilis × paleacea;Plantae;Carex aquatilis subsp. aquatilis x paleacea;10461037;NA
10309440;Carex aquatilis × paleacea;Plantae;Carex aquatilis subsp. aquatilis × paleacea;10461037;NA
10461037;NA;Plantae;Carex aquatilis × paleacea;10461037;NA
10618948;Carex aquatilis × paleacea;Plantae;Carex aquatilis x paleacea;10461037;NA
10008332;Cirsium heterophyllum × oleraceum;Plantae;Cirsium helenioides × oleraceum;10461384;NA
10279843;Cirsium heterophyllum × oleraceum;Plantae;Cirsium helenioides x oleraceum;10461384;NA
10461384;NA;Plantae;Cirsium heterophyllum × oleraceum;10461384;NA
10461416;NA;Plantae;Cirsium canum x oleraceum;10461416;NA
10461805;NA;Plantae;Bidens radiatus x tripartitus;10461805;NA
10461857;NA;Plantae;Dactylorhiza incarnata x majalis;10461857;NA
9827274;Carex lyngbyei × nigra;Plantae;Carex lyngbyei x nigra;10462176;NA
10462176;NA;Plantae;Carex lyngbyei × nigra;10462176;NA
9826896;NA;Plantae;Crataegus laevigata x rhipidophylla subsp. rhipidophylla;10462558;NA
9836490;Crataegus laevigata x rhipidophylla subsp. rhipidophylla;Plantae;Crataegus laevigata x rhipidophylla var. rhipidophylla;10462558;NA
10070227;NA;Plantae;Crataegus laevigata x rhipidophylla subsp. lindmanii;10462558;NA
10452832;Crataegus laevigata x rhipidophylla subsp. rhipidophylla;Plantae;Crataegus laevigata × rhipidophylla var. rhipidophylla;10462558;NA
10462558;NA;Plantae;Crataegus laevigata x rhipidophylla;10462558;NA
10067105;Anser canagicus x anser;Animalia;Chen canagica x Anser anser;10462742;NA
10220726;Anser canagicus x anser;Animalia;Anser anser x Anser canagica;10462742;NA
10462742;NA;Animalia;Anser canagicus x anser;10462742;NA
10617239;Anser canagicus x anser;Animalia;Anser canagica x anser;10462742;NA
10462964;NA;Plantae;Dryopteris carthusiana x filix-mas;10462964;NA
10463019;NA;Plantae;Typha angustifolia x latifolia;10463019;NA
10220161;Epilobium montanum × tetragonum;Plantae;Epilobium montanum x tetragonum;10463308;NA
10463308;NA;Plantae;Epilobium montanum × tetragonum;10463308;NA
9826057;Poa glauca × nemoralis;Plantae;Poa glauca x nemoralis;10463416;NA
10463416;NA;Plantae;Poa glauca × nemoralis;10463416;NA
10463801;NA;Plantae;Euphrasia officinalis subsp. rostkoviana x salisburgensis;10463801;NA
10464073;NA;Plantae;Brassica rapa × Sinapis arvensis;10464073;NA
10464445;NA;Plantae;Atriplex littoralis x Atriplex patula;10464445;NA
9975332;Rosa mollis × rubiginosa;Plantae;Rosa rubiginosa x villosa ssp. mollis;10464554;NA
10068903;Rosa mollis × rubiginosa;Plantae;Rosa rubiginosa × villosa subsp. mollis;10464554;NA
10218950;Rosa mollis × rubiginosa;Plantae;Rosa rubiginosa × villosa ssp. mollis;10464554;NA
10312963;Rosa mollis × rubiginosa;Plantae;Rosa rubiginosa x villosa subsp. mollis;10464554;NA
10464554;NA;Plantae;Rosa mollis × rubiginosa;10464554;NA
10615428;Rosa mollis × rubiginosa;Plantae;Rosa mollis x rubiginosa;10464554;NA
9825695;Pilosella lactucella × officinarum subsp. officinarum;Plantae;Pilosella lactucella × officinarum ssp. officinarum;10464656;NA
10219707;Pilosella lactucella × officinarum subsp. officinarum;Plantae;Pilosella lactucella x officinarum subsp. officinarum;10464656;NA
10463793;Pilosella lactucella × officinarum subsp. officinarum;Plantae;Pilosella lactucella x officinarum ssp. officinarum;10464656;NA
10464656;NA;Plantae;Pilosella lactucella × officinarum subsp. officinarum;10464656;NA
10218489;Poa compressa × glauca;Plantae;Poa compressa x glauca;10465026;NA
10465026;NA;Plantae;Poa compressa × glauca;10465026;NA
10465198;NA;Plantae;Pityrogramma ferruginea x hybrida;10465198;NA
9826444;Typha latifolia × laxmannii;Plantae;Typha latifolia x laxmannii;10465423;NA
10465423;NA;Plantae;Typha latifolia × laxmannii;10465423;NA
10218012;Dryopteris dilatata × expansa;Plantae;Dryopteris dilatata x expansa;10465490;NA
10465490;NA;Plantae;Dryopteris dilatata × expansa;10465490;NA
10465896;NA;Plantae;Rumex hydrolapathum x obtusifolius;10465896;NA
10070602;Carex hostiana × lepidocarpa subsp. lepidocarpa;Plantae;Carex hostiana × lepidocarpa ssp. lepidocarpa;10466272;NA
10217261;Carex hostiana × lepidocarpa subsp. lepidocarpa;Plantae;Carex hostiana x lepidocarpa subsp. lepidocarpa;10466272;NA
10466272;NA;Plantae;Carex hostiana × lepidocarpa subsp. lepidocarpa;10466272;NA
10613698;Carex hostiana × lepidocarpa subsp. lepidocarpa;Plantae;Carex hostiana x lepidocarpa ssp. lepidocarpa;10466272;NA
10466586;NA;Plantae;Dactylorhiza fuchsii x incarnata;10466586;NA
10466647;NA;Plantae;Bidens connatus x tripartitus;10466647;NA
9828068;Cirsium acaulon x oleraceum x rivulare;Plantae;Cirsium acaule x oleraceum x rivulare;10467057;NA
10467057;NA;Plantae;Cirsium acaulon x oleraceum x rivulare;10467057;NA
9828158;Potentilla argentea × verna;Plantae;Potentilla argentea x verna;10467154;NA
10467154;NA;Plantae;Potentilla argentea × verna;10467154;NA
10468249;NA;Plantae;Ophrys arachnitiformis x Ophrys exaltata;10468249;NA
10469021;NA;Plantae;Phlox stolonifera x subulata;10469021;NA
10469109;NA;Plantae;Salix babylonica x fragilis;10469109;NA
10459035;Potamogeton friesii × obtusifolius;Plantae;Potamogeton friesii x obtusifolius;10469411;NA
10469411;NA;Plantae;Potamogeton friesii × obtusifolius;10469411;NA
10470645;NA;Plantae;Carex rotundata × vesicaria;10470645;NA
10212519;Atriplex lapponica × prostrata;Plantae;Atriplex lapponica x prostrata;10471001;NA
10471001;NA;Plantae;Atriplex lapponica × prostrata;10471001;NA
10471032;NA;Plantae;Fragaria chiloënsis x virginiana;10471032;NA
